C/C,N/C,O/C,S/C,C/N,N/N,O/N,S/N,C/O,N/O,O/O,S/O,C/S,N/S,O/S,S/S,C/P,N/P,O/P,S/P,C/F,N/F,O/F,S/F,C/Cl,N/Cl,O/Cl,S/Cl,C/Br,N/Br,O/Br,S/Br,C/I,N/I,O/I,S/I,gauss1(inter),gauss2(inter),repulsion(inter),hydrophobic(inter),Hydrogen(inter),receptor-ligand
 2531.0000,  641.0000,  709.0000,   36.0000,  652.0000,  161.0000,  185.0000,    9.0000,  209.0000,   52.0000,   59.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  210.0000,   48.0000,   54.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,   97.0257, 1138.4606,    3.9103,   20.5546,    1.9072,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3u8n\3u8n_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3u8n\3u8n_ligand.pdbqt
 2562.0000,  701.0000,  742.0000,    2.0000,  478.0000,  135.0000,  139.0000,    1.0000, 1366.0000,  377.0000,  414.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   85.6817, 1306.8160,    4.7111,   20.4932,    3.5947,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1a30\1a30_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1a30\1a30_ligand.pdbqt
 5389.0000, 1494.0000, 1609.0000,    3.0000,  616.0000,  159.0000,  179.0000,    0.0000,  725.0000,  191.0000,  219.0000,    0.0000,  372.0000,  102.0000,  116.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  381.0000,  101.0000,  109.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  114.0314, 2257.7691,    7.9631,   73.0756,    4.2713,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2qnq\2qnq_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2qnq\2qnq_ligand.pdbqt
 5934.0000, 1666.0000, 1737.0000,    3.0000,  535.0000,  153.0000,  157.0000,    1.0000, 1313.0000,  356.0000,  377.0000,    0.0000,  190.0000,   54.0000,   60.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  141.4756, 2352.1423,    5.4969,   77.9766,    7.2358,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1g2k\1g2k_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1g2k\1g2k_ligand.pdbqt
 6481.0000, 1821.0000, 1914.0000,    7.0000,  350.0000,   96.0000,  110.0000,    0.0000, 1470.0000,  406.0000,  440.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  154.2406, 2545.6564,    5.6936,  100.4330,    7.9447,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1eby\1eby_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1eby\1eby_ligand.pdbqt
 5336.0000, 1487.0000, 1600.0000,    3.0000,  559.0000,  160.0000,  166.0000,    0.0000, 1308.0000,  353.0000,  391.0000,    0.0000,  332.0000,   93.0000,  104.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  140.0976, 2244.3048,    4.8872,   53.7596,    5.7899,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3o9i\3o9i_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3o9i\3o9i_ligand.pdbqt
 1919.0000,  441.0000,  518.0000,   34.0000,  329.0000,   74.0000,   83.0000,    7.0000,  343.0000,   74.0000,   92.0000,    6.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   52.5350,  785.9187,    0.9669,   31.7830,    2.0138,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4lzs\4lzs_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4lzs\4lzs_ligand.pdbqt
 2573.0000,  570.0000,  678.0000,   47.0000,  760.0000,  177.0000,  207.0000,   11.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  114.0000,   25.0000,   30.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   66.2324, 1017.8778,    0.6224,   61.2669,    0.0000,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3u5j\3u5j_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3u5j\3u5j_ligand.pdbqt
 2861.0000,  631.0000,  756.0000,   51.0000,  574.0000,  129.0000,  149.0000,   12.0000,  198.0000,   47.0000,   55.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   64.4276,  981.7446,    0.4002,   61.7648,    0.4619,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4wiv\4wiv_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4wiv\4wiv_ligand.pdbqt
 3369.0000,  739.0000,  870.0000,   57.0000,  906.0000,  213.0000,  230.0000,   15.0000,  282.0000,   62.0000,   75.0000,    6.0000,  108.0000,   21.0000,   28.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   62.5787, 1248.5876,    1.2263,   48.2439,    2.1159,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4ogj\4ogj_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4ogj\4ogj_ligand.pdbqt
 3123.0000,  689.0000,  834.0000,   56.0000,  875.0000,  198.0000,  240.0000,   13.0000,  238.0000,   52.0000,   69.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   88.0000,   20.0000,   19.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   80.7779, 1291.3986,    1.1773,   61.7048,    0.7432,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3p5o\3p5o_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3p5o\3p5o_ligand.pdbqt
 1622.0000,  421.0000,  459.0000,    8.0000,  388.0000,  103.0000,  109.0000,    2.0000, 1191.0000,  303.0000,  347.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   91.1200,  979.8376,    7.1719,    0.0000,   10.0943,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1ps3\1ps3_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1ps3\1ps3_ligand.pdbqt
 1064.0000,  260.0000,  306.0000,    5.0000,  207.0000,   56.0000,   57.0000,    2.0000,  658.0000,  163.0000,  188.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   64.6574,  646.5909,    7.7239,    3.6763,   11.1394,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3dx1\3dx1_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3dx1\3dx1_ligand.pdbqt
 1650.0000,  428.0000,  472.0000,    8.0000,  389.0000,  104.0000,  113.0000,    2.0000,  870.0000,  217.0000,  255.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   85.4072,  911.0770,    8.2886,    0.0000,    9.2615,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3d4z\3d4z_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3d4z\3d4z_ligand.pdbqt
 1278.0000,  320.0000,  375.0000,    6.0000,  209.0000,   56.0000,   57.0000,    1.0000,  864.0000,  216.0000,  244.0000,    4.0000,  208.0000,   54.0000,   59.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   76.9370,  845.8084,    9.4722,    0.0000,   12.5076,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3dx2\3dx2_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3dx2\3dx2_ligand.pdbqt
 3256.0000,  830.0000,  980.0000,    9.0000,  216.0000,   50.0000,   61.0000,    1.0000,  848.0000,  209.0000,  244.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  114.2369, 1331.3563,    9.5851,   21.7525,   10.8997,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3ejr\3ejr_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3ejr\3ejr_ligand.pdbqt
 2032.0000,  641.0000,  695.0000,   11.0000,  629.0000,  190.0000,  203.0000,    0.0000, 1011.0000,  325.0000,  337.0000,    7.0000,    5.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  208.0000,   65.0000,   71.0000,    2.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   88.3900, 1224.4087,    2.8106,    6.5260,    5.0295,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3l7b\3l7b_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3l7b\3l7b_ligand.pdbqt
 3100.0000,  948.0000, 1010.0000,   17.0000,  427.0000,  133.0000,  135.0000,    0.0000, 1448.0000,  461.0000,  485.0000,    9.0000,    7.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  120.3601, 1602.8759,    8.4730,   20.3642,    9.8714,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4eky\4eky_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4eky\4eky_ligand.pdbqt
 2679.0000,  823.0000,  874.0000,   12.0000,  217.0000,   67.0000,   68.0000,    0.0000, 1236.0000,  395.0000,  418.0000,    9.0000,    6.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   81.5931, 1306.8485,    3.5109,   17.4997,    6.8205,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3g2n\3g2n_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3g2n\3g2n_ligand.pdbqt
 2077.0000,  661.0000,  706.0000,   11.0000,  426.0000,  135.0000,  138.0000,    0.0000, 1455.0000,  463.0000,  493.0000,   10.0000,    7.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  196.0000,   59.0000,   62.0000,    0.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   98.8055, 1310.0134,    5.0864,    2.2915,    9.8778,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3syr\3syr_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3syr\3syr_ligand.pdbqt
 2809.0000,  789.0000,  751.0000,   26.0000,   77.0000,   22.0000,   17.0000,    2.0000,  635.0000,  187.0000,  167.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  149.0000,   40.0000,   39.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  104.8071, 1204.5578,    1.7903,   68.1384,    0.0000,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3ebp\3ebp_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3ebp\3ebp_ligand.pdbqt
 1938.0000,  508.0000,  533.0000,   20.0000,  426.0000,  107.0000,  117.0000,    5.0000, 1056.0000,  268.0000,  286.0000,    8.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   84.5288, 1128.2026,    7.0846,   13.7067,    7.8595,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2w66\2w66_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2w66\2w66_ligand.pdbqt
 1515.0000,  370.0000,  389.0000,   13.0000,  587.0000,  144.0000,  156.0000,    8.0000, 1289.0000,  325.0000,  338.0000,   12.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   73.1187, 1041.6540,    4.1703,    0.0000,    5.2692,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2w4x\2w4x_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2w4x\2w4x_ligand.pdbqt
 2522.0000,  615.0000,  695.0000,   25.0000,  439.0000,  115.0000,  128.0000,    4.0000, 1202.0000,  301.0000,  326.0000,    9.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   85.4280, 1202.3377,    5.0871,   45.1676,    4.4519,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2wca\2wca_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2wca\2wca_ligand.pdbqt
 2105.0000,  542.0000,  585.0000,   20.0000,  427.0000,  109.0000,  120.0000,    4.0000,  861.0000,  216.0000,  232.0000,    8.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   88.4555, 1120.5080,    4.7259,   20.6497,    6.4113,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2xj7\2xj7_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2xj7\2xj7_ligand.pdbqt
 1955.0000,  498.0000,  531.0000,   21.0000,  442.0000,  112.0000,  124.0000,    5.0000,  842.0000,  209.0000,  227.0000,    7.0000,  223.0000,   59.0000,   58.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   92.9709, 1165.5852,    5.2551,   12.6517,    5.3615,  D:\drug-design-energy\Dataset\CASF-2016\coreset\2vvn\2vvn_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\2vvn\2vvn_ligand.pdbqt
 1920.0000,  487.0000,  576.0000,   11.0000,  521.0000,  135.0000,  161.0000,    2.0000,  481.0000,  119.0000,  142.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   80.3385,  885.2231,    1.5994,   18.7925,    0.6842,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3aru\3aru_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3aru\3aru_ligand.pdbqt
 2918.0000,  717.0000,  811.0000,   15.0000,  128.0000,   36.0000,   40.0000,    1.0000,  535.0000,  122.0000,  147.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  108.1306,  934.2823,    2.3299,   76.8267,    0.2682,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3arv\3arv_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3arv\3arv_ligand.pdbqt
 1888.0000,  457.0000,  522.0000,   11.0000,  454.0000,  107.0000,  119.0000,    3.0000,  159.0000,   40.0000,   46.0000,    1.0000,  154.0000,   37.0000,   39.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   88.1134,  684.0870,    1.7426,   27.1136,    0.0000,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3ary\3ary_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3ary\3ary_ligand.pdbqt
 3651.0000,  914.0000, 1039.0000,   20.0000,   95.0000,   23.0000,   32.0000,    0.0000, 1185.0000,  297.0000,  360.0000,    6.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  120.7150, 1380.1274,    3.5265,   72.9644,    0.9648,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3arq\3arq_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3arq\3arq_ligand.pdbqt
 4721.0000, 1188.0000, 1360.0000,   16.0000,  603.0000,  147.0000,  168.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  139.6344, 1467.6962,    2.0826,  102.6590,    0.0000,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3arp\3arp_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3arp\3arp_ligand.pdbqt
 2126.0000,  573.0000,  583.0000,   30.0000, 1102.0000,  306.0000,  300.0000,   20.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   49.7800,  949.7491,    1.3533,   17.7209,    0.0639,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4ih5\4ih5_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4ih5\4ih5_ligand.pdbqt
 2929.0000,  797.0000,  782.0000,   40.0000,  199.0000,   46.0000,   47.0000,    4.0000,  196.0000,   54.0000,   50.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   61.4606,  950.9163,    1.2344,   35.3025,    0.9102,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4ih7\4ih7_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4ih7\4ih7_ligand.pdbqt
 2572.0000,  786.0000,  624.0000,   23.0000,  268.0000,   88.0000,   66.0000,    2.0000,  459.0000,  148.0000,  115.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  218.0000,   55.0000,   53.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,   75.0372, 1011.6983,    2.9033,   45.3217,    3.0375,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3cj4\3cj4_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3cj4\3cj4_ligand.pdbqt
 3209.0000,  905.0000,  760.0000,   33.0000,  217.0000,   69.0000,   53.0000,    2.0000,  383.0000,  112.0000,   95.0000,    3.0000,  142.0000,   39.0000,   37.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   63.3778, 1097.9293,    1.7220,   62.8697,    2.5194,  D:\drug-design-energy\Dataset\CASF-2016\coreset\4eo8\4eo8_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\4eo8\4eo8_ligand.pdbqt
 5776.0000, 1680.0000, 1756.0000,   78.0000,  434.0000,  141.0000,  147.0000,    8.0000,  875.0000,  261.0000,  257.0000,   16.0000,  185.0000,   48.0000,   48.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,  175.0000,   49.0000,   53.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  128.1800, 2005.5164,    3.6930,   43.8367,    3.9152,  D:\drug-design-energy\Dataset\CASF-2016\coreset\3gnw\3gnw_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\3gnw\3gnw_ligand.pdbqt
 3634.0000,  776.0000,  910.0000,   24.0000,  475.0000,  103.0000,  121.0000,    2.0000,  234.0000,   59.0000,   66.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   73.4940, 1214.8597,    1.3872,   47.0128,    1.8244,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1gpk\1gpk_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1gpk\1gpk_ligand.pdbqt
 3886.0000,  819.0000,  981.0000,   24.0000,  483.0000,  101.0000,  124.0000,    3.0000,  236.0000,   55.0000,   67.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   86.7352, 1262.7041,    2.2843,   47.1234,    1.1839,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1gpn\1gpn_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1gpn\1gpn_ligand.pdbqt
 6011.0000, 1245.0000, 1521.0000,   23.0000,  809.0000,  170.0000,  214.0000,    3.0000,  437.0000,   99.0000,  115.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  132.4084, 2005.0228,    3.0526,  112.5265,    2.9168,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1h23\1h23_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1h23\1h23_ligand.pdbqt
 5608.0000, 1160.0000, 1435.0000,   23.0000,  815.0000,  172.0000,  218.0000,    3.0000,  436.0000,   99.0000,  117.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  129.9633, 1917.0385,    2.8977,   96.9028,    2.7618,  D:\drug-design-energy\Dataset\CASF-2016\coreset\1h22\1h22_protein.pdbqt; D:\drug-design-energy\Dataset\CASF-2016\coreset\1h22\1h22_ligand.pdbqt
