C/C,N/C,O/C,S/C,C/N,N/N,O/N,S/N,C/O,N/O,O/O,S/O,C/S,N/S,O/S,S/S,C/P,N/P,O/P,S/P,C/F,N/F,O/F,S/F,C/Cl,N/Cl,O/Cl,S/Cl,C/Br,N/Br,O/Br,S/Br,C/I,N/I,O/I,S/I,gauss1(inter),gauss2(inter),repulsion(inter),hydrophobic(inter),Hydrogen(inter)
1299.0000,289.0000,366.0000,9.0000,558.0000,132.0000,154.0000,3.0000,0.0000,0.0000,0.0000,0.0000,156.0000,37.0000,41.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,44.3307,650.0295,0.9889,22.3337,0.8573
1909.0000,409.0000,510.0000,27.0000,320.0000,69.0000,89.0000,6.0000,466.0000,95.0000,119.0000,6.0000,121.0000,23.0000,32.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.1847,949.6244,1.0451,31.9562,1.0906
1241.0000,384.0000,401.0000,0.0000,456.0000,145.0000,156.0000,0.0000,1275.0000,364.0000,406.0000,1.0000,0.0000,0.0000,0.0000,0.0000,193.0000,56.0000,62.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,66.3670,884.7415,3.6928,0.0000,5.7824
1286.0000,467.0000,425.0000,22.0000,257.0000,95.0000,80.0000,5.0000,809.0000,273.0000,249.0000,15.0000,142.0000,50.0000,45.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,78.0900,818.9006,6.1004,16.7987,5.6546
2098.0000,529.0000,593.0000,18.0000,867.0000,206.0000,230.0000,6.0000,822.0000,201.0000,238.0000,7.0000,135.0000,36.0000,45.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,99.7229,1247.6600,3.4189,0.0391,5.4339
3301.0000,734.0000,800.0000,7.0000,1174.0000,270.0000,302.0000,1.0000,1165.0000,255.0000,286.0000,2.0000,234.0000,48.0000,57.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,149.7024,1937.4812,7.8515,3.7089,8.0880
1812.0000,470.0000,531.0000,16.0000,982.0000,250.0000,279.0000,8.0000,1652.0000,431.0000,482.0000,16.0000,0.0000,0.0000,0.0000,0.0000,328.0000,90.0000,96.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,88.6994,1533.2802,8.6583,0.0000,7.3001
1144.0000,273.0000,288.0000,5.0000,231.0000,52.0000,59.0000,1.0000,909.0000,223.0000,219.0000,0.0000,0.0000,0.0000,0.0000,0.0000,227.0000,55.0000,58.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,65.1984,718.5664,4.4947,0.0000,7.1895
1808.0000,497.0000,504.0000,26.0000,349.0000,107.0000,95.0000,7.0000,269.0000,82.0000,81.0000,6.0000,104.0000,28.0000,26.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,222.0000,57.0000,60.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,63.4531,857.4615,2.0240,38.4104,1.5719
2617.0000,644.0000,761.0000,23.0000,207.0000,56.0000,63.0000,1.0000,346.0000,80.0000,96.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,108.8560,1032.5336,3.2381,77.4774,1.8214
1479.0000,411.0000,485.0000,36.0000,378.0000,104.0000,122.0000,8.0000,0.0000,0.0000,0.0000,0.0000,197.0000,54.0000,65.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,126.0000,37.0000,45.0000,3.0000,52.1992,771.1151,2.3638,2.6230,2.5180
1467.0000,511.0000,460.0000,22.0000,179.0000,63.0000,53.0000,3.0000,1011.0000,338.0000,294.0000,15.0000,162.0000,55.0000,49.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,93.1405,1002.9290,7.7819,21.1742,8.1475
2227.0000,709.0000,684.0000,18.0000,211.0000,62.0000,65.0000,2.0000,1559.0000,507.0000,475.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.7666,1129.1697,3.2293,7.7136,5.2694
973.0000,267.0000,295.0000,4.0000,0.0000,0.0000,0.0000,0.0000,1445.0000,394.0000,439.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64.6852,754.0048,10.3021,0.0000,11.8798
1367.0000,370.0000,391.0000,8.0000,153.0000,37.0000,45.0000,1.0000,458.0000,115.0000,116.0000,2.0000,195.0000,51.0000,52.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,48.1672,667.6924,3.8192,8.5765,1.3152
3462.0000,929.0000,1063.0000,25.0000,1844.0000,462.0000,554.0000,18.0000,1011.0000,282.0000,311.0000,5.0000,276.0000,75.0000,90.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,125.2866,1745.1025,6.1658,0.0000,8.8342
778.0000,225.0000,203.0000,12.0000,138.0000,36.0000,37.0000,4.0000,251.0000,76.0000,63.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.0144,429.2125,5.8371,20.2519,5.2237
1349.0000,379.0000,465.0000,39.0000,386.0000,109.0000,123.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,184.0000,52.0000,61.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.7637,745.1879,2.6929,6.7831,3.8283
1854.0000,546.0000,599.0000,21.0000,375.0000,114.0000,128.0000,4.0000,799.0000,233.0000,257.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,92.1058,963.4667,3.9926,20.5886,5.5241
3790.0000,876.0000,779.0000,57.0000,269.0000,61.0000,56.0000,2.0000,142.0000,34.0000,29.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,342.0000,78.0000,75.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,79.7286,1241.4176,0.5282,69.3633,0.0000
2399.0000,640.0000,724.0000,25.0000,480.0000,142.0000,161.0000,6.0000,109.0000,29.0000,40.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,75.2474,947.5921,1.5887,46.1737,1.9042
3255.0000,1032.0000,896.0000,50.0000,212.0000,71.0000,58.0000,2.0000,585.0000,184.0000,146.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,97.4073,1318.5934,3.2766,48.5618,3.8102
3017.0000,691.0000,813.0000,50.0000,133.0000,31.0000,34.0000,2.0000,815.0000,179.0000,206.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.5730,1075.4077,0.8926,41.6642,1.2432
2047.0000,500.0000,496.0000,15.0000,954.0000,227.0000,238.0000,11.0000,353.0000,87.0000,86.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.7326,977.6378,1.6279,11.0010,1.6400
2226.0000,662.0000,750.0000,32.0000,634.0000,197.0000,224.0000,10.0000,186.0000,53.0000,55.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,63.6605,1042.7335,1.5104,17.4225,1.0137
2130.0000,571.0000,582.0000,20.0000,0.0000,0.0000,0.0000,0.0000,413.0000,119.0000,116.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.5676,767.4727,2.1529,49.4939,1.0723
2444.0000,621.0000,762.0000,30.0000,358.0000,89.0000,112.0000,3.0000,223.0000,57.0000,72.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.6833,1109.8816,3.6830,47.9272,4.0862
1384.0000,380.0000,424.0000,11.0000,0.0000,0.0000,0.0000,0.0000,1378.0000,382.0000,426.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,62.1694,799.3760,4.2340,0.0000,7.6123
4341.0000,1217.0000,1251.0000,120.0000,611.0000,171.0000,178.0000,18.0000,471.0000,133.0000,138.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,94.1729,1619.2415,2.2617,25.1087,1.9488
2025.0000,492.0000,478.0000,13.0000,392.0000,99.0000,96.0000,2.0000,578.0000,141.0000,137.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,98.6671,972.0187,2.5150,36.3951,3.0778
2247.0000,619.0000,753.0000,57.0000,582.0000,162.0000,195.0000,15.0000,419.0000,121.0000,151.0000,11.0000,63.0000,17.0000,19.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,72.7669,1026.5173,3.4433,4.9283,6.1940
1476.0000,408.0000,506.0000,15.0000,82.0000,22.0000,29.0000,1.0000,742.0000,208.0000,250.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.8293,878.2438,3.7167,5.4154,6.7629
1272.0000,314.0000,330.0000,27.0000,642.0000,151.0000,171.0000,13.0000,374.0000,103.0000,104.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,78.0471,844.0632,4.0151,3.8074,6.8700
1363.0000,393.0000,361.0000,14.0000,0.0000,0.0000,0.0000,0.0000,444.0000,131.0000,122.0000,7.0000,222.0000,64.0000,55.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,43.0426,659.3195,1.9540,17.4010,1.0000
1882.0000,518.0000,454.0000,1.0000,910.0000,248.0000,208.0000,0.0000,1165.0000,326.0000,290.0000,1.0000,0.0000,0.0000,0.0000,0.0000,194.0000,55.0000,51.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,112.2990,1365.2529,5.8580,6.4643,6.9884
1602.0000,403.0000,433.0000,15.0000,444.0000,111.0000,124.0000,4.0000,918.0000,222.0000,236.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.4179,927.1585,5.6700,14.9185,9.2715
2868.0000,747.0000,778.0000,7.0000,768.0000,202.0000,199.0000,1.0000,885.0000,230.0000,249.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,119.5049,1261.5603,5.1842,34.4757,5.9187
2713.0000,783.0000,771.0000,36.0000,372.0000,109.0000,111.0000,5.0000,861.0000,261.0000,247.0000,12.0000,165.0000,49.0000,41.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.6345,1247.5947,4.6628,14.4940,1.8123
2265.0000,566.0000,598.0000,27.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.8930,721.1103,0.5527,73.1545,0.0000
2238.0000,630.0000,617.0000,20.0000,0.0000,0.0000,0.0000,0.0000,567.0000,160.0000,149.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,105.4794,980.2292,1.8858,64.1859,0.0000
1256.0000,312.0000,400.0000,6.0000,182.0000,43.0000,60.0000,1.0000,414.0000,105.0000,134.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.8756,710.8133,3.4741,28.7355,4.2064
3838.0000,1031.0000,1184.0000,55.0000,403.0000,112.0000,136.0000,4.0000,828.0000,230.0000,265.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,598.0000,169.0000,186.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,125.6105,1788.3101,7.9796,66.1994,8.5461
548.0000,196.0000,116.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1382.0000,507.0000,326.0000,3.0000,0.0000,0.0000,0.0000,0.0000,278.0000,106.0000,66.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,39.8366,707.1273,5.5039,0.0000,7.3052
3074.0000,861.0000,938.0000,27.0000,753.0000,210.0000,227.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,127.1938,1296.6786,2.9768,24.4903,3.0599
2230.0000,620.0000,764.0000,58.0000,577.0000,167.0000,198.0000,15.0000,407.0000,122.0000,155.0000,12.0000,61.0000,16.0000,22.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,78.5809,1013.3185,4.1785,5.2388,6.1466
895.0000,282.0000,362.0000,0.0000,111.0000,40.0000,51.0000,0.0000,359.0000,111.0000,153.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,47.5932,447.0537,1.8437,15.1612,3.0146
3196.0000,883.0000,775.0000,18.0000,237.0000,68.0000,59.0000,1.0000,766.0000,209.0000,189.0000,4.0000,234.0000,68.0000,60.0000,1.0000,0.0000,0.0000,0.0000,0.0000,180.0000,50.0000,46.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.3722,1196.0110,2.5183,56.1386,1.5622
1194.0000,331.0000,409.0000,33.0000,380.0000,106.0000,121.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.9510,621.5789,2.7475,3.6704,3.9054
1211.0000,343.0000,298.0000,26.0000,310.0000,83.0000,78.0000,8.0000,1128.0000,337.0000,300.0000,23.0000,0.0000,0.0000,0.0000,0.0000,138.0000,47.0000,39.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.6811,936.2229,3.9512,2.8000,3.9936
1336.0000,378.0000,427.0000,10.0000,697.0000,194.0000,209.0000,5.0000,1188.0000,350.0000,390.0000,10.0000,0.0000,0.0000,0.0000,0.0000,215.0000,64.0000,71.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,98.2354,1235.4259,3.1968,0.0000,5.2176
3238.0000,886.0000,890.0000,49.0000,362.0000,95.0000,99.0000,8.0000,354.0000,102.0000,100.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64.0315,1185.0757,1.8286,33.7148,2.0000
2924.0000,655.0000,712.0000,49.0000,164.0000,37.0000,38.0000,3.0000,506.0000,107.0000,121.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,203.0000,51.0000,55.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.0262,1078.3535,1.1476,40.4965,2.0271
1810.0000,478.0000,532.0000,22.0000,667.0000,172.0000,194.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,79.7787,931.5985,2.7180,22.8529,1.6448
2652.0000,600.0000,755.0000,24.0000,561.0000,119.0000,162.0000,4.0000,547.0000,120.0000,144.0000,3.0000,94.0000,18.0000,24.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,90.7022,1166.9760,1.4980,38.0727,0.8743
1488.0000,351.0000,371.0000,14.0000,706.0000,160.0000,163.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.0016,581.1877,2.0691,37.1327,1.0000
1565.0000,454.0000,533.0000,31.0000,791.0000,225.0000,257.0000,14.0000,206.0000,58.0000,67.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,72.3941,915.2093,4.5019,10.7299,5.8214
2219.0000,524.0000,574.0000,4.0000,452.0000,112.0000,126.0000,1.0000,240.0000,59.0000,67.0000,0.0000,92.0000,21.0000,27.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,105.8732,1100.6301,4.2756,24.4862,1.7642
2304.0000,625.0000,809.0000,50.0000,1334.0000,366.0000,476.0000,37.0000,548.0000,148.0000,201.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,92.9506,1403.7290,7.5439,6.9484,8.6424
4351.0000,1052.0000,1015.0000,100.0000,216.0000,45.0000,50.0000,5.0000,860.0000,218.0000,194.0000,21.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.9303,1405.6985,1.8453,56.8314,0.0000
2474.0000,699.0000,670.0000,14.0000,361.0000,101.0000,97.0000,2.0000,1018.0000,285.0000,282.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,104.3773,1168.0483,7.4607,46.4082,4.8222
1107.0000,298.0000,347.0000,10.0000,418.0000,109.0000,116.0000,3.0000,1896.0000,561.0000,642.0000,12.0000,0.0000,0.0000,0.0000,0.0000,448.0000,133.0000,153.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,113.9362,1234.0264,7.5358,3.0000,10.7604
1471.0000,433.0000,481.0000,6.0000,73.0000,25.0000,28.0000,0.0000,1184.0000,343.0000,379.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,72.0775,947.5518,3.6893,0.0000,6.7743
3725.0000,949.0000,1030.0000,0.0000,1478.0000,384.0000,416.0000,0.0000,1254.0000,320.0000,340.0000,0.0000,38.0000,10.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.9192,1760.6494,2.5707,34.3566,4.3059
1324.0000,343.0000,385.0000,2.0000,607.0000,161.0000,186.0000,2.0000,155.0000,35.0000,34.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.4843,655.3994,3.4866,8.5321,2.5875
1177.0000,288.0000,332.0000,31.0000,234.0000,56.0000,70.0000,8.0000,466.0000,113.0000,130.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,72.4071,616.3975,2.2824,0.0000,1.8773
2646.0000,679.0000,779.0000,8.0000,185.0000,51.0000,52.0000,1.0000,857.0000,209.0000,251.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,82.8222,1035.4694,7.2461,14.2982,9.6066
